Feed Flow (m3/hr),Feed Pressure(bar),Feed Temperature,Feed water pH,Specific Energy(kwh/m3),Flux(lmh),Pass Stage,Pressure Vessel,Elements,Element age(years),Recovery(%),Ca_FW,Mg_FW,Na_FW,K_FW,NH4_FW,Ba_FW,Sr_FW,H_FW,CO3_FW,HCO3_FW,SO4_FW,Cl_FW,F_FW,NO3_FW,PO4_FW,OH_FW,SiO2_FW,B_FW,CO2_FW,NH3_FW,Feed Water TDS,"CaSO4 / ksp * 100, %_FW","SrSO4 / ksp * 100, %_FW","BaSO4 / ksp * 100, %_FW","SiO2 saturation, %_FW","CaF2 / ksp * 100, %_FW",Ca_P,Mg_P,Na_P,K_P,NH4_P,Ba_P,Sr_P,H_P,CO3_P,HCO3_P,SO4_P,Cl_P,F_P,NO3_P,PO4_P,OH_P,SiO2_P,B_P,CO2_P,NH3_P,Permeate TDS,Ca_C,Mg_C,Na_C,K_C,NH4_C,Ba_C,Sr_C,H_C,CO3_C,HCO3_C,SO4_C,Cl_C,F_C,NO3_C,PO4_C,OH_C,SiO2_C,B_C,CO2_C,NH3_C,Concentrate TDS,"CaSO4 / ksp * 100, %_C","SrSO4 / ksp * 100, %_C","BaSO4 / ksp * 100, %_C","SiO2 saturation, %_C","CaF2 / ksp * 100, %_C"
180.00,126.17,25.00,8.00,61.06,16.82,1.00,36.00,6.00,3.00,75.00,60.00,24.30,267.00,0.28,0.74,0.05,0.10,0.00,4.08,591.94,9.48,234.24,0.05,0.00,0.00,,50.00,0.00,8.16,,1242.26,0.17,0.02,15.49,39.46,0.02,0.17,0.06,3.50,0.01,0.13,0.00,0.00,0.00,0.00,8.30,0.01,1.32,0.00,0.00,0.00,,0.93,0.00,10.28,,14.43,239.31,96.94,1056.66,1.06,2.57,0.20,0.40,0.00,34.30,2302.31,37.84,932.25,0.20,0.00,0.00,,197.06,0.00,16.49,,4901.10,0.97,0.09,75.04,153.73,0.56
168.00,10.05,25.00,8.00,66.20,16.36,1.00,35.00,6.00,3.00,76.00,115.00,210.00,425.00,0.00,0.00,0.00,0.00,0.00,1.21,143.10,335.00,1139.21,0.00,0.00,0.00,,45.00,0.00,1.76,,2413.53,5.21,0.00,0.00,35.47,0.00,0.49,0.73,8.02,0.00,0.00,0.00,0.00,0.00,0.00,3.02,0.77,13.07,0.00,0.00,0.00,,0.85,0.00,2.37,,26.94,477.35,872.21,1744.49,0.00,0.00,0.00,0.00,0.00,9.38,576.22,1392.65,4702.78,0.00,0.00,0.00,,184.71,0.00,3.98,,9959.79,30.50,0.00,0.00,144.28,0.00
213.33,9.98,25.00,9.50,82.02,18.89,1.00,38.00,6.00,3.00,75.00,38.62,13.32,34.12,1.93,0.00,0.00,0.00,0.00,14.46,76.17,92.69,19.32,0.00,14.29,0.00,,17.77,0.00,0.04,,322.70,2.30,0.00,0.00,10.06,0.00,0.07,0.02,0.35,0.16,0.00,0.00,0.00,0.00,0.01,0.82,0.13,0.04,0.00,0.20,0.00,,0.27,0.00,0.00,,2.08,154.42,53.29,135.58,7.24,0.00,0.00,0.00,0.00,63.74,296.53,370.73,77.24,0.00,56.61,0.00,,70.31,0.00,0.14,,1285.68,12.81,0.00,0.00,39.78,0.00
15.00,62.16,25.00,5.60,30.65,10.09,1.00,4.00,5.00,3.00,50.00,2049.29,545.68,10753.56,568.70,0.00,0.00,0.00,0.00,0.12,1777.70,1897.27,19668.72,29.21,285.10,0.00,,99.40,0.00,2766.25,,37674.76,75.18,0.00,0.00,58.90,42232.35,3.50,0.58,86.66,7.73,0.00,0.00,0.00,0.00,0.00,23.41,1.86,133.45,0.84,3.45,0.00,,0.85,0.00,2796.53,,262.35,4088.42,1089.00,21385.63,1127.83,0.00,0.00,0.00,0.00,0.42,3525.34,3786.51,39140.24,57.49,565.83,0.00,,197.63,0.00,2733.17,,74964.35,175.66,0.00,0.00,119.69,244598.70
65.00,9.80,35.00,7.00,26.83,28.41,1.00,8.00,5.00,3.00,65.00,89.73,89.73,0.00,0.00,0.00,0.00,0.00,0.00,0.12,182.09,0.00,314.58,0.00,0.00,0.00,,0.00,0.00,25.24,,676.26,0.00,0.00,0.00,0.00,0.00,0.38,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.63,0.00,0.56,0.00,0.00,0.00,,0.00,0.00,24.90,,2.73,255.42,255.82,0.00,0.00,0.00,0.00,0.00,0.00,1.16,516.23,0.00,896.85,0.00,0.00,0.00,,0.00,0.00,25.64,,1925.48,0.00,0.00,0.00,0.00,0.00
65.00,12.41,25.00,7.00,33.96,28.44,1.00,8.00,5.00,3.00,65.00,90.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,182.64,0.00,315.52,0.00,0.00,0.00,,0.00,0.00,25.32,,678.29,0.00,0.00,0.00,0.00,0.00,0.26,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.38,0.00,0.39,0.00,0.00,0.00,,0.00,0.00,24.92,,2.15,256.87,257.16,0.00,0.00,0.00,0.00,0.00,0.00,1.08,519.50,0.00,901.54,0.00,0.00,0.00,,0.00,0.00,25.68,,1936.15,0.00,0.00,0.00,0.00,0.00
1351.35,60.53,25.00,7.00,2782.45,12.40,1.00,155.00,7.00,3.00,37.00,679.12,2576.26,11219.42,530.88,0.00,0.00,0.00,0.00,0.30,145.67,2288.78,24726.84,0.00,2.00,0.70,,1.50,0.00,7.63,,42173.47,25.54,0.00,0.00,1.20,0.00,1.06,3.63,82.60,5.68,0.00,0.00,0.00,0.00,0.00,1.99,2.02,142.42,0.00,0.03,0.00,,0.01,0.00,7.66,,239.44,1076.36,4083.41,17743.81,838.56,0.00,0.00,0.00,0.00,0.64,229.55,3628.46,39129.40,0.00,3.16,1.11,,2.38,0.00,7.70,,66740.01,44.97,0.00,0.00,1.90,0.00
1025.00,65.32,27.00,8.00,2220.02,10.17,1.00,155.00,7.00,3.00,40.00,583.01,1556.70,13834.37,404.70,0.00,0.00,0.00,0.00,2.83,136.90,1437.49,26124.30,1.10,2.00,0.70,,0.80,5.71,0.72,,44090.67,14.13,0.00,0.00,0.62,15.87,0.88,2.11,98.67,4.25,0.00,0.00,0.00,0.00,0.00,1.71,1.23,161.79,0.02,0.03,0.00,,0.01,0.93,0.74,,271.64,970.00,2590.16,22965.51,670.91,0.00,0.00,0.00,0.00,5.70,225.59,2392.29,43383.54,1.82,3.32,1.17,,1.33,8.89,0.84,,73220.27,26.41,0.00,0.00,1.04,58.49
1351.35,59.10,30.00,7.00,2716.77,12.40,1.00,155.00,7.00,3.00,37.00,679.24,2576.71,11221.41,530.97,0.00,0.00,0.00,0.00,0.32,145.64,2289.19,24731.22,0.00,2.00,0.70,,1.50,0.00,7.31,,42180.90,25.51,0.00,0.00,1.20,0.00,1.40,4.79,108.79,7.46,0.00,0.00,0.00,0.00,0.00,2.52,2.67,187.61,0.00,0.04,0.00,,0.02,0.00,7.36,,315.30,1076.29,4083.24,17730.66,837.62,0.00,0.00,0.00,0.00,0.69,229.13,3628.54,39107.76,0.00,3.15,1.10,,2.37,0.00,7.38,,66703.73,44.92,0.00,0.00,1.89,0.00
1351.35,57.91,35.00,7.00,2661.94,12.40,1.00,155.00,7.00,3.00,37.00,678.00,2572.00,11200.89,530.00,0.00,0.00,0.00,0.00,0.32,145.37,2285.00,24686.00,0.00,2.00,0.70,,1.50,0.00,7.29,,42103.78,25.42,0.00,0.00,1.20,0.00,1.83,6.25,141.28,9.66,0.00,0.00,0.00,0.00,0.00,3.20,3.48,243.71,0.00,0.05,0.01,,0.02,0.00,7.37,,409.47,1074.19,4075.34,17680.92,834.87,0.00,0.00,0.00,0.00,0.71,228.27,3621.80,39007.23,0.00,3.14,1.10,,2.37,0.00,7.38,,66533.11,44.76,0.00,0.00,1.89,0.00
1542.22,71.75,25.00,7.00,3733.18,17.22,1.00,155.00,7.00,3.00,45.00,678.00,2572.00,11200.89,530.00,0.00,0.00,0.00,0.00,0.27,145.49,2285.00,24686.00,0.00,2.00,0.70,,1.50,0.00,8.07,,42103.86,25.48,0.00,0.00,1.20,0.00,0.84,2.88,66.13,4.55,0.00,0.00,0.00,0.00,0.00,1.67,1.61,113.94,0.00,0.02,0.00,,0.01,0.00,8.11,,191.65,1230.91,4669.73,20292.55,959.04,0.00,0.00,0.00,0.00,0.76,262.46,4149.43,44749.39,0.00,3.61,1.27,,2.72,0.00,8.17,,76325.49,52.96,0.00,0.00,2.17,0.00
1878.38,66.79,25.00,8.50,4204.81,9.89,1.00,270.00,7.00,3.00,37.00,613.00,1505.00,14603.15,638.00,0.00,0.00,8.71,0.00,7.14,122.31,1591.00,27320.00,0.00,0.00,2.50,,1.20,5.53,0.21,,46417.54,15.93,8.65,0.00,0.90,0.00,0.82,1.78,92.57,5.84,0.00,0.00,0.01,0.00,0.00,1.40,1.21,152.98,0.00,0.00,0.00,,0.01,0.70,0.18,,257.32,971.50,2385.30,23100.64,1008.20,0.00,0.00,13.80,0.00,12.95,191.42,2522.00,43229.20,0.00,0.00,3.96,,1.90,8.36,0.26,,73449.23,28.02,14.24,0.00,1.43,0.00
1050.00,65.39,27.00,8.54,2348.24,5.98,1.00,270.00,7.00,3.00,40.00,647.72,1591.07,15832.04,0.10,0.00,0.00,8.96,0.00,8.38,122.54,1682.47,28879.44,0.00,0.00,2.57,,1.23,5.82,0.18,,48782.35,17.04,8.93,0.00,0.91,0.00,1.73,3.75,200.49,0.02,0.00,0.00,0.02,0.00,0.00,1.68,2.53,320.31,0.00,0.00,0.00,,0.02,1.15,0.11,,531.71,1051.74,2583.84,25608.38,0.16,0.00,0.00,14.54,0.00,15.98,195.73,2733.16,46741.04,0.00,0.00,4.18,,1.99,8.75,0.22,,78959.48,30.91,15.12,0.00,1.49,0.00
1878.38,65.21,30.00,8.50,4105.70,9.89,1.00,270.00,7.00,3.00,37.00,611.97,1502.48,14578.66,636.93,0.00,0.00,8.70,0.00,7.13,122.10,1588.33,27274.18,0.00,0.00,2.50,,1.20,5.52,0.21,,46339.69,15.87,8.62,0.00,0.90,0.00,1.08,2.35,121.92,7.68,0.00,0.00,0.02,0.00,0.00,1.82,1.59,201.50,0.00,0.00,0.00,,0.01,0.91,0.18,,338.88,969.67,2380.85,23043.51,1005.37,0.00,0.00,13.78,0.00,12.97,190.78,2517.43,43126.07,0.00,0.00,3.95,,1.89,8.22,0.27,,73274.48,27.93,14.20,0.00,1.42,0.00
1050.00,64.82,32.00,8.50,2323.24,5.98,1.00,270.00,7.00,3.00,40.00,646.57,1588.27,15802.92,0.10,0.00,0.00,8.94,0.00,8.32,122.34,1679.51,28826.67,0.00,0.00,2.57,,1.23,5.81,0.19,,48693.26,16.98,8.90,0.00,0.90,0.00,2.27,4.92,260.93,0.02,0.00,0.00,0.03,0.00,0.00,2.16,3.31,417.00,0.00,0.00,0.01,,0.02,1.39,0.11,,692.06,1049.57,2578.62,25523.84,0.15,0.00,0.00,14.51,0.00,16.00,195.02,2727.94,46595.89,0.00,0.00,4.17,,1.99,8.57,0.23,,78716.27,30.81,15.07,0.00,1.47,0.00
1878.38,64.15,35.00,8.50,4038.71,9.89,1.00,270.00,7.00,3.00,37.00,611.87,1502.22,14576.13,636.82,0.00,0.00,8.69,0.00,7.73,120.18,1588.06,27269.45,0.00,0.00,2.50,,1.20,5.52,0.20,,46330.36,15.85,8.60,0.00,0.88,0.00,1.42,3.07,159.14,10.01,0.00,0.00,0.02,0.00,0.00,2.31,2.08,263.03,0.00,0.00,0.00,,0.01,1.11,0.16,,442.21,969.37,2380.18,23019.31,1003.90,0.00,0.00,13.77,0.00,14.09,187.30,2516.88,43085.54,0.00,0.00,3.95,,1.89,8.10,0.25,,73204.30,27.89,14.17,0.00,1.39,0.00
18.75,20.04,25.00,7.80,12.59,15.13,1.00,4.00,5.00,3.00,60.00,20.02,7.29,1641.92,0.00,0.00,0.00,0.00,0.00,0.82,144.41,5.00,2500.00,0.00,0.00,0.00,,20.00,0.00,2.71,,4339.46,0.01,0.00,0.00,15.85,0.00,0.03,0.01,8.49,0.00,0.00,0.00,0.00,0.00,0.00,0.88,0.00,12.73,0.00,0.00,0.00,,0.11,0.00,2.96,,22.26,49.99,18.20,4090.37,0.00,0.00,0.00,0.00,0.00,3.82,355.84,12.49,6228.33,0.00,0.00,0.00,,49.81,0.00,3.71,,10808.85,0.03,0.00,0.00,39.20,0.00
4.00,24.80,25.00,7.80,3.32,17.95,1.00,4.00,5.00,3.00,75.00,20.02,7.29,1641.92,0.00,0.00,0.00,0.00,0.00,0.82,144.41,5.00,2500.00,0.00,0.00,0.00,,20.00,0.00,2.71,,4339.46,0.01,0.00,0.00,15.85,0.00,0.03,0.01,9.27,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.00,13.89,0.00,0.00,0.00,,0.12,0.00,3.18,,24.27,80.12,29.18,6549.72,0.00,0.00,0.00,0.00,0.00,7.65,566.48,20.02,9973.31,0.00,0.00,0.00,,79.76,0.00,4.71,,17306.23,0.06,0.00,0.00,62.59,0.00
15.00,21.43,25.00,7.80,10.77,15.14,1.00,4.00,5.00,3.00,75.00,20.02,7.29,1641.92,0.00,0.00,0.00,0.00,0.00,0.82,144.41,5.00,2500.00,0.00,0.00,0.00,,20.00,0.00,2.71,,4339.46,0.01,0.00,0.00,15.85,0.00,0.03,0.01,11.21,0.00,0.00,0.00,0.00,0.00,0.00,1.10,0.01,16.80,0.00,0.00,0.00,,0.15,0.00,3.19,,29.32,79.95,29.11,6531.51,0.00,0.00,0.00,0.00,0.00,7.62,564.93,19.98,9945.72,0.00,0.00,0.00,,79.53,0.00,4.70,,17258.35,0.06,0.00,0.00,62.41,0.00
2.50,34.11,25.00,7.78,2.86,8.97,1.00,4.00,5.00,3.00,60.00,80.00,29.11,6439.00,0.00,0.00,0.00,0.00,0.00,1.10,143.14,20.00,10056.30,0.00,0.00,0.00,,79.32,0.00,2.09,,16847.97,0.06,0.00,0.00,62.76,0.00,0.22,0.07,76.25,0.00,0.00,0.00,0.00,0.00,0.00,1.77,0.03,117.17,0.00,0.00,0.00,,1.01,0.00,2.42,,196.52,199.53,72.61,15971.44,0.00,0.00,0.00,0.00,0.00,4.25,351.39,49.91,24946.75,0.00,0.00,0.00,,196.64,0.00,3.06,,41792.53,0.19,0.00,0.00,155.07,0.00
15.00,36.34,25.00,7.78,18.27,12.10,1.00,4.00,5.00,3.00,60.00,80.00,29.11,6439.00,0.00,0.00,0.00,0.00,0.00,1.10,143.14,20.00,10056.30,0.00,0.00,0.00,,79.32,0.00,2.09,,16847.97,0.06,0.00,0.00,62.76,0.00,0.16,0.05,55.37,0.00,0.00,0.00,0.00,0.00,0.00,1.32,0.02,85.08,0.00,0.00,0.00,,0.73,0.00,2.41,,142.73,199.47,72.59,15991.18,0.00,0.00,0.00,0.00,0.00,4.26,351.82,49.89,24976.79,0.00,0.00,0.00,,196.91,0.00,3.06,,41842.91,0.19,0.00,0.00,155.29,0.00
0.60,3.97,8.50,7.18,0.19,3.99,1.00,3.00,3.00,3.00,21.43,67.86,56.70,86.50,0.00,0.00,0.00,0.00,0.00,0.15,228.15,94.18,216.99,0.84,0.00,0.00,,39.16,0.00,28.20,,792.10,2.17,0.00,0.00,37.87,5.46,0.17,0.12,1.01,0.00,0.00,0.00,0.00,0.00,0.00,2.94,0.16,0.55,0.01,0.00,0.00,,0.77,0.00,28.03,,5.75,86.32,72.13,109.81,0.00,0.00,0.00,0.00,0.00,0.25,289.52,119.83,276.02,1.07,0.00,0.00,,49.63,0.00,28.25,,1006.57,2.92,0.00,0.00,47.98,10.12
17.50,14.20,8.50,7.07,8.71,17.94,1.00,4.00,6.00,3.00,76.50,50.80,42.43,65.00,0.00,0.00,0.00,0.00,0.00,0.09,171.52,70.47,162.43,0.63,0.00,0.00,,29.56,0.00,28.15,,594.10,1.51,0.00,0.00,28.59,2.61,0.06,0.04,0.38,0.00,0.00,0.00,0.00,0.00,0.00,1.52,0.06,0.20,0.01,0.00,0.00,,0.26,0.00,27.92,,2.53,215.91,180.40,275.32,0.00,0.00,0.00,0.00,0.00,1.68,723.56,299.65,690.41,2.68,0.00,0.00,,124.92,0.00,28.85,,2519.49,9.10,0.00,0.00,120.59,109.31
20.00,22.18,25.00,7.90,14.87,17.49,1.00,4.00,5.00,3.00,65.00,175.00,55.00,1386.00,38.00,0.00,0.00,0.00,0.00,1.07,143.65,596.00,2116.38,0.00,1.00,0.00,,35.00,0.00,2.09,,4547.09,10.13,0.00,0.00,27.65,0.00,0.14,0.04,6.68,0.31,0.00,0.00,0.00,0.00,0.00,1.00,0.45,10.09,0.00,0.01,0.00,,0.18,0.00,2.46,,18.89,499.48,156.98,3945.55,107.93,0.00,0.00,0.00,0.00,5.36,403.21,1701.14,6024.93,0.00,2.84,0.00,,99.61,0.00,3.41,,12947.04,37.16,0.00,0.00,78.16,0.00
185.00,6.12,42.00,7.99,44.04,17.48,1.00,38.00,6.00,3.00,80.00,277.18,41.64,98.31,13.09,0.00,0.12,0.00,0.00,1.69,169.77,499.63,295.77,2.62,8.33,0.13,,18.00,0.00,1.97,,1426.26,26.44,0.00,1139.02,13.97,158.13,1.40,0.15,3.15,0.87,0.00,0.00,0.00,0.00,0.00,6.15,1.76,3.22,0.13,0.41,0.00,,0.57,0.00,2.77,,17.81,1382.63,207.94,479.79,62.03,0.00,0.59,0.00,0.00,16.34,808.79,2495.38,1468.51,12.58,40.07,0.65,,87.86,0.00,5.17,,7063.18,194.20,0.00,7116.02,66.84,9422.03
174.00,6.28,42.00,7.99,42.72,17.45,1.00,38.00,6.00,3.00,85.00,275.63,41.40,97.76,13.01,0.00,0.12,0.00,0.00,1.28,170.09,496.85,294.12,2.60,8.28,0.13,,17.90,0.00,2.27,,1419.18,26.26,0.00,1131.97,14.12,155.87,1.75,0.18,3.90,1.07,0.00,0.00,0.00,0.00,0.00,7.61,2.20,3.99,0.16,0.51,0.00,,0.69,0.00,3.50,,22.05,1824.00,274.44,628.41,80.55,0.00,0.78,0.00,0.00,20.90,1059.87,3293.32,1934.39,16.40,52.23,0.86,,115.22,0.00,6.97,,9301.38,273.97,0.00,9760.38,87.91,18841.53
174.00,8.77,25.00,7.99,59.65,17.47,1.00,38.00,6.00,3.00,85.00,278.73,41.87,122.02,13.16,0.00,0.12,0.00,0.00,0.18,174.51,502.43,333.15,2.63,8.37,0.13,,31.10,0.00,19.77,,1508.41,26.19,0.00,1125.42,24.80,159.03,0.93,0.10,2.53,0.57,0.00,0.00,0.00,0.00,0.00,4.32,1.17,2.75,0.09,0.27,0.00,,0.61,0.00,20.02,,13.34,1858.93,279.47,801.71,84.76,0.00,0.80,0.00,0.00,6.43,1131.73,3353.71,2212.48,17.10,54.45,0.87,,204.54,0.00,22.39,,10006.97,275.53,0.00,9783.69,162.27,20514.09
174.00,6.12,42.00,7.00,41.64,17.45,1.00,38.00,6.00,3.00,85.00,233.00,35.00,102.00,11.00,0.00,0.10,0.00,0.00,0.14,145.89,420.00,278.49,2.20,7.00,0.11,,26.00,0.00,16.83,,1260.93,20.88,0.00,913.12,20.74,99.77,1.40,0.15,3.78,0.84,0.00,0.00,0.00,0.00,0.00,6.28,1.76,4.15,0.13,0.40,0.00,,0.97,0.00,17.17,,19.87,1543.16,232.16,657.64,68.47,0.00,0.66,0.00,0.00,5.68,924.55,2786.01,1830.41,13.90,44.31,0.72,,167.60,0.00,19.48,,8275.28,218.30,0.00,7888.71,132.05,12142.28
49.41,5.57,40.00,8.00,11.85,19.05,1.00,13.00,5.00,3.00,85.00,35.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,116.00,165.82,0.00,0.00,0.00,,0.00,0.00,0.00,,381.82,1.79,0.00,0.00,0.00,0.00,0.18,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.76,0.00,0.00,0.00,,0.00,0.00,0.00,,1.49,232.16,431.66,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,771.01,1100.38,0.00,0.00,0.00,,0.00,0.00,0.00,,2535.22,18.76,0.00,0.00,0.00,0.00
56.00,19.58,25.00,8.00,46.73,17.38,1.00,13.00,5.00,3.00,75.00,35.44,69.88,127.60,0.00,0.00,0.00,0.00,0.00,1.64,241.26,117.47,234.47,0.00,0.00,0.00,,0.00,0.00,3.34,,827.77,1.34,0.00,0.00,0.00,0.00,0.04,0.07,0.57,0.00,0.00,0.00,0.00,0.00,0.00,1.21,0.08,0.46,0.00,0.00,0.00,,0.00,0.00,4.12,,2.42,141.38,278.75,507.67,0.00,0.00,0.00,0.00,0.00,14.56,943.78,468.71,934.62,0.00,0.00,0.00,,0.00,0.00,6.50,,3289.46,7.44,0.00,0.00,0.00,0.00
56.00,12.26,40.00,8.00,29.25,17.39,1.00,13.00,5.00,3.00,75.00,35.27,69.54,126.99,0.00,0.00,0.00,0.00,0.00,1.64,240.11,116.91,233.34,0.00,0.00,0.00,,0.00,0.00,3.33,,823.80,1.33,0.00,0.00,0.00,0.00,0.09,0.14,1.23,0.00,0.00,0.00,0.00,0.00,0.00,2.40,0.18,0.98,0.00,0.00,0.00,,0.00,0.00,4.33,,5.02,140.80,277.67,504.12,0.00,0.00,0.00,0.00,0.00,15.52,934.87,466.98,930.15,0.00,0.00,0.00,,0.00,0.00,6.78,,3270.11,7.38,0.00,0.00,0.00,0.00
58.82,5.80,40.00,8.00,14.49,19.66,1.00,15.00,5.00,3.00,85.00,35.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,116.00,165.82,0.00,0.00,0.00,,0.00,0.00,0.00,,381.82,1.79,0.00,0.00,0.00,0.00,0.17,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.73,0.00,0.00,0.00,,0.00,0.00,0.00,,1.45,232.20,431.72,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,771.10,1100.58,0.00,0.00,0.00,,0.00,0.00,0.00,,2535.62,18.76,0.00,0.00,0.00,0.00
58.82,5.80,40.00,8.00,14.49,19.66,1.00,15.00,5.00,3.00,85.00,35.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,116.00,165.82,0.00,0.00,0.00,,0.00,0.00,0.00,,381.82,1.79,0.00,0.00,0.00,0.00,0.17,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.73,0.00,0.00,0.00,,0.00,0.00,0.00,,1.45,232.20,431.72,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,771.10,1100.58,0.00,0.00,0.00,,0.00,0.00,0.00,,2535.62,18.76,0.00,0.00,0.00,0.00
87.50,5.66,40.00,8.00,20.39,19.94,1.00,22.00,5.00,3.00,85.00,35.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,116.00,165.82,0.00,0.00,0.00,,0.00,0.00,0.00,,381.82,1.79,0.00,0.00,0.00,0.00,0.17,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.72,0.00,0.00,0.00,,0.00,0.00,0.00,,1.42,232.24,431.78,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,771.20,1100.75,0.00,0.00,0.00,,0.00,0.00,0.00,,2535.99,18.77,0.00,0.00,0.00,0.00
53.33,8.98,25.00,6.00,20.49,26.92,1.00,8.00,5.00,0.00,75.00,40.00,16.00,38.00,11.00,0.00,0.00,0.00,0.00,0.00,53.02,73.49,101.01,0.00,0.00,0.00,,0.00,0.00,77.90,,332.52,1.82,0.00,0.00,0.00,0.00,0.05,0.01,0.19,0.12,0.00,0.00,0.00,0.00,0.00,1.91,0.06,0.26,0.00,0.00,0.00,,0.00,0.00,76.84,,2.60,160.03,64.03,151.59,43.68,0.00,0.00,0.00,0.00,0.06,210.84,294.09,403.67,0.00,0.00,0.00,,0.00,0.00,77.97,,1327.98,10.14,0.00,0.00,0.00,0.00
7.50,26.15,30.00,8.50,6.57,20.19,1.00,3.00,2.00,3.00,60.00,0.00,0.00,3205.96,0.00,0.00,0.00,0.00,0.00,8.23,218.04,1900.00,3403.85,0.00,0.00,0.00,,29.16,0.00,0.67,,8765.29,0.00,0.00,0.00,21.83,0.00,0.00,0.00,14.48,0.00,0.00,0.00,0.00,0.00,0.00,1.32,3.30,19.14,0.00,0.00,0.00,,0.18,0.00,0.91,,38.41,0.00,0.00,7998.15,0.00,0.00,0.00,0.00,0.00,22.87,539.52,4747.99,8486.17,0.00,0.00,0.00,,72.69,0.00,1.47,,21867.51,0.00,0.00,0.00,54.47,0.00
60.80,36.10,25.00,5.50,92.91,15.26,1.00,15.00,5.00,3.00,70.00,60.07,18.21,4615.90,315.89,0.00,0.00,0.00,0.00,0.00,8.51,2101.72,6008.00,0.00,0.00,0.00,,30.00,0.00,25.10,,13158.30,5.72,0.00,0.00,17.45,0.00,0.05,0.02,26.08,2.90,0.00,0.00,0.00,0.00,0.00,1.04,3.74,40.20,0.00,0.00,0.00,,0.21,0.00,24.67,,74.24,199.66,60.53,15292.02,1043.92,0.00,0.00,0.00,0.00,0.00,27.11,6981.74,19889.38,0.00,0.00,0.00,,99.29,0.00,25.19,,43593.65,25.23,0.00,0.00,61.15,0.00
136.40,38.03,25.00,6.00,206.44,19.46,1.00,22.00,6.00,3.00,70.00,280.00,20.00,4315.97,0.00,0.00,0.00,0.00,0.00,0.01,71.51,1458.96,6091.03,0.00,0.00,0.00,,30.00,0.00,67.58,,12267.47,19.21,0.00,0.00,19.20,0.00,0.16,0.01,16.96,0.00,0.00,0.00,0.00,0.00,0.00,1.79,1.28,25.37,0.00,0.00,0.00,,0.13,0.00,66.80,,45.70,931.49,66.53,14324.31,0.00,0.00,0.00,0.00,0.00,0.09,236.86,4852.53,20212.25,0.00,0.00,0.00,,99.53,0.00,67.10,,40723.59,84.79,0.00,0.00,68.19,0.00
36.00,12.58,25.00,4.89,19.99,17.69,1.00,8.00,6.00,3.00,80.00,545.01,382.01,80.00,0.00,0.00,0.00,0.00,0.00,0.00,7.82,0.00,2198.06,0.00,0.00,0.00,,58.00,0.00,116.44,,3270.89,0.00,0.00,0.00,30.93,0.00,3.10,2.18,1.96,0.00,0.00,0.00,0.00,0.00,0.00,2.17,0.00,14.83,0.00,0.00,0.00,,1.29,0.00,115.59,,25.53,2711.34,1900.41,391.96,0.00,0.00,0.00,0.00,0.00,0.00,34.40,0.00,10925.66,0.00,0.00,0.00,,284.70,0.00,116.96,,16248.47,0.00,0.00,0.00,161.18,0.00
36.00,11.49,35.00,4.76,18.26,17.69,1.00,8.00,6.00,3.00,80.00,545.01,382.01,80.00,0.00,0.00,0.00,0.00,0.00,0.00,6.47,0.00,2199.02,0.00,0.00,0.00,,58.00,0.00,115.76,,3270.51,0.00,0.00,0.00,30.93,0.00,4.88,3.43,3.03,0.00,0.00,0.00,0.00,0.00,0.00,2.25,0.00,23.31,0.00,0.00,0.00,,2.02,0.00,115.00,,38.91,2701.42,1893.45,387.31,0.00,0.00,0.00,0.00,0.00,0.00,26.46,0.00,10885.34,0.00,0.00,0.00,,281.52,0.00,116.52,,16175.49,0.00,0.00,0.00,155.13,0.00
58.82,12.41,25.00,7.70,30.99,32.05,1.00,6.00,7.00,0.00,85.00,56.00,22.00,76.49,0.00,0.00,0.00,0.00,0.00,0.46,145.16,37.00,122.00,0.00,82.00,0.00,,28.40,0.00,4.16,,569.51,1.00,0.00,0.00,22.57,0.00,0.13,0.03,0.60,0.00,0.00,0.00,0.00,0.00,0.00,1.14,0.03,0.18,0.00,0.81,0.00,,0.23,0.00,4.81,,3.15,373.57,146.90,507.83,0.00,0.00,0.00,0.00,0.00,11.72,944.43,247.12,814.45,0.00,543.49,0.00,,188.50,0.00,8.07,,3778.00,10.50,0.00,0.00,147.64,0.00
